text,label
"Energy officials are covering up an experiment controlling weather patterns, according to messages circulating on messaging apps. Fact-checkers warn that the information may be misleading.",FAKE
"Environmental agencies are quietly implementing a plan to cancel major public examinations, as claimed in a widely shared online article. Experts have not verified the information.",FAKE
"Education authorities have hidden evidence about a secret project affecting food safety, as reported by multiple unofficial blogs. Experts have not verified the information.",FAKE
"Government are covering up a secret project affecting food safety, as reported by several unverified online sources. The information appears to originate from unverified sources.",FAKE
"Energy officials have hidden evidence about an experiment controlling weather patterns, as reported by multiple unofficial blogs. The claim has spread rapidly online without confirmation.",FAKE
"Banks are covering up a policy that will restrict bank withdrawals nationwide, according to viral social media posts. No scientific evidence has been provided to support the claim.",FAKE
"Government are quietly implementing a decision to replace workers with AI within months, as reported by multiple unofficial blogs. The information appears to originate from unverified sources.",FAKE
"Banks have confirmed privately a plan to cancel major public examinations, as reported by several unverified online sources. Fact-checkers warn that the information may be misleading.",FAKE
"Banks are secretly planning a secret project affecting food safety, according to trending posts on social media. Authorities have not released any official statement.",FAKE
"Security officials are covering up a decision to replace workers with AI within months, according to viral social media posts. Authorities have not released any official statement.",FAKE
"Health experts have hidden evidence about a technology that reads private conversations, as reported by several unverified online sources. Fact-checkers warn that the information may be misleading.",FAKE
"Researchers are covering up an experiment controlling weather patterns, according to trending posts on social media. Fact-checkers warn that the information may be misleading.",FAKE
"Scientists have developed a plan to cancel major public examinations, as claimed in a widely shared online article. Experts have not verified the information.",FAKE
"Scientists are covering up a policy that will restrict bank withdrawals nationwide, according to trending posts on social media. Officials have denied knowledge of such actions.",FAKE
"Government are secretly planning a system to monitor citizens through mobile devices, as reported by multiple unofficial blogs. Experts have not verified the information.",FAKE
"Scientists have hidden evidence about a policy that will restrict bank withdrawals nationwide, according to trending posts on social media. No scientific evidence has been provided to support the claim.",FAKE
"Banks have hidden evidence about a policy that will restrict bank withdrawals nationwide, according to anonymous insiders online. Experts have not verified the information.",FAKE
"Government are preparing to introduce a policy that will restrict bank withdrawals nationwide, according to messages circulating on messaging apps. Experts have not verified the information.",FAKE
"Banks have developed a system to monitor citizens through mobile devices, according to viral social media posts. Officials have denied knowledge of such actions.",FAKE
"Energy officials have hidden evidence about a system to monitor citizens through mobile devices, according to messages circulating on messaging apps. The information appears to originate from unverified sources.",FAKE
"Health experts are quietly implementing a method to track people through public cameras, as reported by several unverified online sources. Officials have denied knowledge of such actions.",FAKE
"Health experts are preparing to introduce a policy that will restrict bank withdrawals nationwide, according to trending posts on social media. The claim has spread rapidly online without confirmation.",FAKE
"Health experts are quietly implementing a plan to cancel major public examinations, according to viral social media posts. The information appears to originate from unverified sources.",FAKE
"Researchers have confirmed privately a method to track people through public cameras, as claimed in a leaked but unconfirmed report. Officials have denied knowledge of such actions.",FAKE
"Scientists have developed a system to monitor citizens through mobile devices, as claimed in a widely shared online article. No scientific evidence has been provided to support the claim.",FAKE
"Security officials have hidden evidence about a decision to replace workers with AI within months, according to trending posts on social media. The information appears to originate from unverified sources.",FAKE
"Banks have hidden evidence about a chemical program affecting public health, as reported by multiple unofficial blogs. No scientific evidence has been provided to support the claim.",FAKE
"Researchers are preparing to introduce a decision to replace workers with AI within months, according to trending posts on social media. Authorities have not released any official statement.",FAKE
"Energy officials are preparing to introduce a decision to replace workers with AI within months, according to messages circulating on messaging apps. No scientific evidence has been provided to support the claim.",FAKE
"Researchers are covering up a policy that will restrict bank withdrawals nationwide, according to anonymous insiders online. Fact-checkers warn that the information may be misleading.",FAKE
"Environmental agencies are preparing to introduce a chemical program affecting public health, as reported by multiple unofficial blogs. The information appears to originate from unverified sources.",FAKE
"Researchers are covering up a chemical program affecting public health, according to messages circulating on messaging apps. Officials have denied knowledge of such actions.",FAKE
"Security officials are testing a chemical program affecting public health, as claimed in a widely shared online article. No scientific evidence has been provided to support the claim.",FAKE
"Researchers have developed a technology that reads private conversations, according to anonymous insiders online. Officials have denied knowledge of such actions.",FAKE
"Energy officials are secretly planning a plan to cancel major public examinations, according to messages circulating on messaging apps. The information appears to originate from unverified sources.",FAKE
"Energy officials have confirmed privately an experiment controlling weather patterns, according to messages circulating on messaging apps. Fact-checkers warn that the information may be misleading.",FAKE
"Banks have hidden evidence about an experiment controlling weather patterns, as claimed in a widely shared online article. Experts have not verified the information.",FAKE
"Health experts have developed a chemical program affecting public health, according to anonymous insiders online. Officials have denied knowledge of such actions.",FAKE
"Banks are testing a technology that reads private conversations, according to trending posts on social media. No scientific evidence has been provided to support the claim.",FAKE
"Health experts have hidden evidence about a secret project affecting food safety, according to anonymous insiders online. Fact-checkers warn that the information may be misleading.",FAKE
"Environmental agencies are preparing to introduce a technology that reads private conversations, as claimed in a leaked but unconfirmed report. No scientific evidence has been provided to support the claim.",FAKE
"Researchers are secretly planning a plan to cancel major public examinations, as claimed in a widely shared online article. No scientific evidence has been provided to support the claim.",FAKE
"Banks are secretly planning a technology that reads private conversations, according to viral social media posts. The claim has spread rapidly online without confirmation.",FAKE
"Environmental agencies are quietly implementing a decision to replace workers with AI within months, according to messages circulating on messaging apps. Fact-checkers warn that the information may be misleading.",FAKE
"Energy officials are covering up a policy that will restrict bank withdrawals nationwide, according to messages circulating on messaging apps. The claim has spread rapidly online without confirmation.",FAKE
"Scientists have hidden evidence about a policy that will restrict bank withdrawals nationwide, according to viral social media posts. The claim has spread rapidly online without confirmation.",FAKE
"Energy officials have hidden evidence about an experiment controlling weather patterns, as claimed in a leaked but unconfirmed report. The information appears to originate from unverified sources.",FAKE
"Energy officials are testing a hidden increase in electricity prices, as reported by several unverified online sources. Authorities have not released any official statement.",FAKE
"Health experts are secretly planning a chemical program affecting public health, according to anonymous insiders online. Authorities have not released any official statement.",FAKE
"Scientists are preparing to introduce a plan to cancel major public examinations, according to anonymous insiders online. No scientific evidence has been provided to support the claim.",FAKE
"Environmental agencies are testing a chemical program affecting public health, as reported by multiple unofficial blogs. Officials have denied knowledge of such actions.",FAKE
"Education authorities have hidden evidence about a secret project affecting food safety, according to trending posts on social media. Officials have denied knowledge of such actions.",FAKE
"Security officials are secretly planning a policy that will restrict bank withdrawals nationwide, as reported by multiple unofficial blogs. Officials have denied knowledge of such actions.",FAKE
"Environmental agencies have confirmed privately a secret project affecting food safety, as reported by several unverified online sources. The information appears to originate from unverified sources.",FAKE
"Banks are quietly implementing a system to monitor citizens through mobile devices, according to messages circulating on messaging apps. Fact-checkers warn that the information may be misleading.",FAKE
"Government have developed a hidden increase in electricity prices, according to anonymous insiders online. Fact-checkers warn that the information may be misleading.",FAKE
"Energy officials have hidden evidence about an experiment controlling weather patterns, according to trending posts on social media. The claim has spread rapidly online without confirmation.",FAKE
"Researchers have developed a hidden increase in electricity prices, as reported by several unverified online sources. Authorities have not released any official statement.",FAKE
"Government are preparing to introduce a chemical program affecting public health, according to messages circulating on messaging apps. Authorities have not released any official statement.",FAKE
"Health experts are quietly implementing a policy that will restrict bank withdrawals nationwide, as claimed in a widely shared online article. Fact-checkers warn that the information may be misleading.",FAKE
"Health experts have confirmed privately a plan to cancel major public examinations, as reported by several unverified online sources. Experts have not verified the information.",FAKE
"Environmental agencies have developed a secret project affecting food safety, according to messages circulating on messaging apps. Authorities have not released any official statement.",FAKE
"Government are testing a method to track people through public cameras, as reported by several unverified online sources. Experts have not verified the information.",FAKE
"Energy officials have confirmed privately a method to track people through public cameras, according to viral social media posts. The information appears to originate from unverified sources.",FAKE
"Security officials are testing a chemical program affecting public health, as claimed in a widely shared online article. Officials have denied knowledge of such actions.",FAKE
"Banks are preparing to introduce a technology that reads private conversations, as reported by several unverified online sources. The information appears to originate from unverified sources.",FAKE
"Energy officials are testing an experiment controlling weather patterns, as reported by several unverified online sources. Authorities have not released any official statement.",FAKE
"Technology companies have developed a method to track people through public cameras, as claimed in a leaked but unconfirmed report. No scientific evidence has been provided to support the claim.",FAKE
"Health experts have developed a system to monitor citizens through mobile devices, as reported by multiple unofficial blogs. Authorities have not released any official statement.",FAKE
"Government are covering up a system to monitor citizens through mobile devices, according to trending posts on social media. Officials have denied knowledge of such actions.",FAKE
"Energy officials are quietly implementing a hidden increase in electricity prices, according to viral social media posts. The claim has spread rapidly online without confirmation.",FAKE
"Scientists have confirmed privately a system to monitor citizens through mobile devices, according to viral social media posts. Officials have denied knowledge of such actions.",FAKE
"Health experts are covering up a system to monitor citizens through mobile devices, according to viral social media posts. Officials have denied knowledge of such actions.",FAKE
"Scientists are preparing to introduce a system to monitor citizens through mobile devices, as claimed in a leaked but unconfirmed report. Fact-checkers warn that the information may be misleading.",FAKE
"Security officials have hidden evidence about a method to track people through public cameras, as reported by several unverified online sources. Authorities have not released any official statement.",FAKE
"Technology companies are testing a technology that reads private conversations, according to anonymous insiders online. The claim has spread rapidly online without confirmation.",FAKE
"Technology companies are covering up a technology that reads private conversations, according to anonymous insiders online. The claim has spread rapidly online without confirmation.",FAKE
"Environmental agencies are covering up a method to track people through public cameras, as reported by multiple unofficial blogs. The information appears to originate from unverified sources.",FAKE
"Security officials are secretly planning a technology that reads private conversations, as reported by several unverified online sources. Experts have not verified the information.",FAKE
"Scientists have confirmed privately a secret project affecting food safety, according to messages circulating on messaging apps. Officials have denied knowledge of such actions.",FAKE
"Health experts are covering up a policy that will restrict bank withdrawals nationwide, according to messages circulating on messaging apps. Fact-checkers warn that the information may be misleading.",FAKE
"Security officials have developed a technology that reads private conversations, according to trending posts on social media. Experts have not verified the information.",FAKE
"Researchers are preparing to introduce a method to track people through public cameras, according to anonymous insiders online. No scientific evidence has been provided to support the claim.",FAKE
"Banks have confirmed privately a technology that reads private conversations, according to viral social media posts. The claim has spread rapidly online without confirmation.",FAKE
"Health experts are secretly planning an experiment controlling weather patterns, according to messages circulating on messaging apps. No scientific evidence has been provided to support the claim.",FAKE
"Government have hidden evidence about a decision to replace workers with AI within months, as reported by several unverified online sources. The information appears to originate from unverified sources.",FAKE
"Researchers are covering up a chemical program affecting public health, according to viral social media posts. Authorities have not released any official statement.",FAKE
"Technology companies are testing a method to track people through public cameras, according to viral social media posts. The information appears to originate from unverified sources.",FAKE
"Government have developed a decision to replace workers with AI within months, according to messages circulating on messaging apps. Fact-checkers warn that the information may be misleading.",FAKE
"Scientists have confirmed privately a decision to replace workers with AI within months, as reported by multiple unofficial blogs. The information appears to originate from unverified sources.",FAKE
"Security officials have confirmed privately a system to monitor citizens through mobile devices, according to viral social media posts. The information appears to originate from unverified sources.",FAKE
"Researchers have hidden evidence about a secret project affecting food safety, according to messages circulating on messaging apps. Authorities have not released any official statement.",FAKE
"Researchers are preparing to introduce a decision to replace workers with AI within months, according to viral social media posts. Experts have not verified the information.",FAKE
"Researchers are secretly planning a system to monitor citizens through mobile devices, according to viral social media posts. Officials have denied knowledge of such actions.",FAKE
"Environmental agencies have confirmed privately a technology that reads private conversations, according to viral social media posts. Authorities have not released any official statement.",FAKE
"Health experts are testing a plan to cancel major public examinations, as reported by multiple unofficial blogs. Officials have denied knowledge of such actions.",FAKE
"Government are preparing to introduce a system to monitor citizens through mobile devices, according to messages circulating on messaging apps. Experts have not verified the information.",FAKE
"Environmental agencies are secretly planning a decision to replace workers with AI within months, according to anonymous insiders online. Experts have not verified the information.",FAKE
"Environmental agencies have confirmed privately a chemical program affecting public health, according to anonymous insiders online. The claim has spread rapidly online without confirmation.",FAKE
"Environmental agencies are testing a technology that reads private conversations, as reported by multiple unofficial blogs. Experts have not verified the information.",FAKE
"Scientists have developed a chemical program affecting public health, as reported by multiple unofficial blogs. Officials have denied knowledge of such actions.",FAKE
"Security officials are quietly implementing a method to track people through public cameras, as reported by multiple unofficial blogs. The claim has spread rapidly online without confirmation.",FAKE
"Researchers are quietly implementing a method to track people through public cameras, as reported by multiple unofficial blogs. Fact-checkers warn that the information may be misleading.",FAKE
"Health experts have confirmed privately a secret project affecting food safety, according to trending posts on social media. The information appears to originate from unverified sources.",FAKE
"Education authorities have hidden evidence about a technology that reads private conversations, according to messages circulating on messaging apps. Officials have denied knowledge of such actions.",FAKE
"Health experts have confirmed privately a technology that reads private conversations, as reported by multiple unofficial blogs. Authorities have not released any official statement.",FAKE
"Environmental agencies have developed a plan to cancel major public examinations, according to viral social media posts. The claim has spread rapidly online without confirmation.",FAKE
"Education authorities are secretly planning a plan to cancel major public examinations, as claimed in a leaked but unconfirmed report. Authorities have not released any official statement.",FAKE
"Education authorities are covering up a technology that reads private conversations, according to messages circulating on messaging apps. No scientific evidence has been provided to support the claim.",FAKE
"Banks are secretly planning a secret project affecting food safety, as claimed in a widely shared online article. The information appears to originate from unverified sources.",FAKE
"Health experts have confirmed privately a decision to replace workers with AI within months, as claimed in a leaked but unconfirmed report. Authorities have not released any official statement.",FAKE
"Health experts have developed a secret project affecting food safety, as claimed in a leaked but unconfirmed report. The information appears to originate from unverified sources.",FAKE
"Health experts are quietly implementing a method to track people through public cameras, as claimed in a leaked but unconfirmed report. Fact-checkers warn that the information may be misleading.",FAKE
"Government are quietly implementing a chemical program affecting public health, as reported by several unverified online sources. The claim has spread rapidly online without confirmation.",FAKE
"Government are quietly implementing a secret project affecting food safety, according to messages circulating on messaging apps. Fact-checkers warn that the information may be misleading.",FAKE
"Health experts have hidden evidence about a secret project affecting food safety, according to viral social media posts. Officials have denied knowledge of such actions.",FAKE
"Technology companies are testing a decision to replace workers with AI within months, as reported by multiple unofficial blogs. No scientific evidence has been provided to support the claim.",FAKE
"Government have hidden evidence about a method to track people through public cameras, as claimed in a widely shared online article. The claim has spread rapidly online without confirmation.",FAKE
"Health experts are preparing to introduce a system to monitor citizens through mobile devices, according to trending posts on social media. Experts have not verified the information.",FAKE
"Education authorities are secretly planning a secret project affecting food safety, as claimed in a leaked but unconfirmed report. Experts have not verified the information.",FAKE
"Health experts have hidden evidence about a system to monitor citizens through mobile devices, as reported by multiple unofficial blogs. Fact-checkers warn that the information may be misleading.",FAKE
"Health experts have hidden evidence about a decision to replace workers with AI within months, according to trending posts on social media. Experts have not verified the information.",FAKE
"Scientists are secretly planning a system to monitor citizens through mobile devices, as claimed in a widely shared online article. Officials have denied knowledge of such actions.",FAKE
"Education authorities have hidden evidence about a hidden increase in electricity prices, according to messages circulating on messaging apps. The claim has spread rapidly online without confirmation.",FAKE
"Government have confirmed privately a technology that reads private conversations, according to viral social media posts. Fact-checkers warn that the information may be misleading.",FAKE
"Technology companies are preparing to introduce a policy that will restrict bank withdrawals nationwide, according to messages circulating on messaging apps. Authorities have not released any official statement.",FAKE
"Government are testing a plan to cancel major public examinations, according to viral social media posts. No scientific evidence has been provided to support the claim.",FAKE
"Health experts have developed a policy that will restrict bank withdrawals nationwide, according to viral social media posts. Fact-checkers warn that the information may be misleading.",FAKE
"Health experts are quietly implementing an experiment controlling weather patterns, as reported by several unverified online sources. Authorities have not released any official statement.",FAKE
"Environmental agencies are secretly planning a secret project affecting food safety, according to messages circulating on messaging apps. No scientific evidence has been provided to support the claim.",FAKE
"Banks are preparing to introduce a technology that reads private conversations, according to messages circulating on messaging apps. The information appears to originate from unverified sources.",FAKE
"Education authorities are preparing to introduce a plan to cancel major public examinations, according to trending posts on social media. Experts have not verified the information.",FAKE
"Health experts are testing a secret project affecting food safety, according to viral social media posts. No scientific evidence has been provided to support the claim.",FAKE
"Health experts are covering up a hidden increase in electricity prices, as reported by multiple unofficial blogs. No scientific evidence has been provided to support the claim.",FAKE
"Environmental agencies have developed a policy that will restrict bank withdrawals nationwide, according to messages circulating on messaging apps. The information appears to originate from unverified sources.",FAKE
"Technology companies have confirmed privately a chemical program affecting public health, as reported by multiple unofficial blogs. Fact-checkers warn that the information may be misleading.",FAKE
"Security officials are covering up a policy that will restrict bank withdrawals nationwide, as reported by several unverified online sources. The claim has spread rapidly online without confirmation.",FAKE
"Education authorities are secretly planning a technology that reads private conversations, as claimed in a leaked but unconfirmed report. Fact-checkers warn that the information may be misleading.",FAKE
"Banks are quietly implementing a plan to cancel major public examinations, according to anonymous insiders online. No scientific evidence has been provided to support the claim.",FAKE
"Technology companies are testing a plan to cancel major public examinations, as reported by several unverified online sources. Authorities have not released any official statement.",FAKE
"Security officials are quietly implementing a decision to replace workers with AI within months, as reported by multiple unofficial blogs. Experts have not verified the information.",FAKE
"Technology companies have developed a plan to cancel major public examinations, according to anonymous insiders online. Authorities have not released any official statement.",FAKE
"Education authorities have developed a hidden increase in electricity prices, according to trending posts on social media. Fact-checkers warn that the information may be misleading.",FAKE
"Environmental agencies have developed a hidden increase in electricity prices, according to trending posts on social media. Officials have denied knowledge of such actions.",FAKE
"Technology companies are preparing to introduce a hidden increase in electricity prices, according to messages circulating on messaging apps. The claim has spread rapidly online without confirmation.",FAKE
"Researchers are preparing to introduce a method to track people through public cameras, as reported by multiple unofficial blogs. The claim has spread rapidly online without confirmation.",FAKE
"Government have confirmed privately a policy that will restrict bank withdrawals nationwide, according to anonymous insiders online. Fact-checkers warn that the information may be misleading.",FAKE
"Researchers are covering up a system to monitor citizens through mobile devices, as reported by several unverified online sources. Experts have not verified the information.",FAKE
"Education authorities have hidden evidence about a policy that will restrict bank withdrawals nationwide, as claimed in a leaked but unconfirmed report. Authorities have not released any official statement.",FAKE
"Banks are secretly planning an experiment controlling weather patterns, as claimed in a widely shared online article. Experts have not verified the information.",FAKE
"Government are quietly implementing an experiment controlling weather patterns, according to viral social media posts. Authorities have not released any official statement.",FAKE
"Energy officials are covering up an experiment controlling weather patterns, as claimed in a widely shared online article. No scientific evidence has been provided to support the claim.",FAKE
"Energy officials have developed a decision to replace workers with AI within months, as reported by multiple unofficial blogs. Authorities have not released any official statement.",FAKE
"Banks are quietly implementing a method to track people through public cameras, according to viral social media posts. Fact-checkers warn that the information may be misleading.",FAKE
"Health experts have hidden evidence about a decision to replace workers with AI within months, as reported by several unverified online sources. Authorities have not released any official statement.",FAKE
"Health experts are testing a method to track people through public cameras, according to trending posts on social media. Officials have denied knowledge of such actions.",FAKE
"Environmental agencies are preparing to introduce a hidden increase in electricity prices, as claimed in a leaked but unconfirmed report. The information appears to originate from unverified sources.",FAKE
"Technology companies are quietly implementing a policy that will restrict bank withdrawals nationwide, according to messages circulating on messaging apps. Experts have not verified the information.",FAKE
"Health experts are preparing to introduce an experiment controlling weather patterns, according to viral social media posts. Fact-checkers warn that the information may be misleading.",FAKE
"Scientists have developed a chemical program affecting public health, as claimed in a leaked but unconfirmed report. The claim has spread rapidly online without confirmation.",FAKE
"Health experts are secretly planning a plan to cancel major public examinations, according to viral social media posts. Authorities have not released any official statement.",FAKE
"Energy officials have hidden evidence about a system to monitor citizens through mobile devices, as reported by multiple unofficial blogs. Authorities have not released any official statement.",FAKE
"Health experts are secretly planning a plan to cancel major public examinations, as claimed in a leaked but unconfirmed report. Authorities have not released any official statement.",FAKE
"Government are preparing to introduce a method to track people through public cameras, as reported by several unverified online sources. The information appears to originate from unverified sources.",FAKE
"Education authorities are testing a chemical program affecting public health, as claimed in a leaked but unconfirmed report. The claim has spread rapidly online without confirmation.",FAKE
"Health experts have developed a method to track people through public cameras, according to viral social media posts. Authorities have not released any official statement.",FAKE
"Researchers have confirmed privately a system to monitor citizens through mobile devices, according to messages circulating on messaging apps. Officials have denied knowledge of such actions.",FAKE
"Energy officials have developed a hidden increase in electricity prices, according to viral social media posts. Authorities have not released any official statement.",FAKE
"Government are quietly implementing an experiment controlling weather patterns, according to viral social media posts. No scientific evidence has been provided to support the claim.",FAKE
"Security officials have hidden evidence about an experiment controlling weather patterns, as reported by several unverified online sources. Authorities have not released any official statement.",FAKE
"Scientists are preparing to introduce a policy that will restrict bank withdrawals nationwide, as reported by several unverified online sources. Experts have not verified the information.",FAKE
"Researchers have developed a system to monitor citizens through mobile devices, according to anonymous insiders online. Officials have denied knowledge of such actions.",FAKE
"Education authorities are secretly planning a decision to replace workers with AI within months, according to viral social media posts. The claim has spread rapidly online without confirmation.",FAKE
"Health experts are preparing to introduce a policy that will restrict bank withdrawals nationwide, as reported by multiple unofficial blogs. Experts have not verified the information.",FAKE
"Health experts have confirmed privately a method to track people through public cameras, according to anonymous insiders online. No scientific evidence has been provided to support the claim.",FAKE
"Education authorities are preparing to introduce a secret project affecting food safety, according to viral social media posts. Fact-checkers warn that the information may be misleading.",FAKE
"Environmental agencies have hidden evidence about a decision to replace workers with AI within months, according to trending posts on social media. No scientific evidence has been provided to support the claim.",FAKE
"Environmental agencies are covering up a chemical program affecting public health, according to messages circulating on messaging apps. Fact-checkers warn that the information may be misleading.",FAKE
"Environmental agencies are testing a decision to replace workers with AI within months, according to anonymous insiders online. Fact-checkers warn that the information may be misleading.",FAKE
"Security officials have hidden evidence about a plan to cancel major public examinations, as claimed in a widely shared online article. Experts have not verified the information.",FAKE
"Education authorities are secretly planning a plan to cancel major public examinations, according to viral social media posts. Authorities have not released any official statement.",FAKE
"Environmental agencies have developed a system to monitor citizens through mobile devices, according to messages circulating on messaging apps. Fact-checkers warn that the information may be misleading.",FAKE
"Government have developed a system to monitor citizens through mobile devices, as reported by multiple unofficial blogs. Officials have denied knowledge of such actions.",FAKE
"Energy officials have confirmed privately a technology that reads private conversations, according to messages circulating on messaging apps. Experts have not verified the information.",FAKE
"Energy officials are covering up a policy that will restrict bank withdrawals nationwide, according to messages circulating on messaging apps. Experts have not verified the information.",FAKE
"Scientists have developed a decision to replace workers with AI within months, according to trending posts on social media. Experts have not verified the information.",FAKE
"Researchers have hidden evidence about an experiment controlling weather patterns, according to messages circulating on messaging apps. Experts have not verified the information.",FAKE
"Security officials are covering up a chemical program affecting public health, as claimed in a leaked but unconfirmed report. The claim has spread rapidly online without confirmation.",FAKE
"Energy officials have confirmed privately a method to track people through public cameras, according to messages circulating on messaging apps. No scientific evidence has been provided to support the claim.",FAKE
"Health experts have developed a secret project affecting food safety, as claimed in a leaked but unconfirmed report. Authorities have not released any official statement.",FAKE
"Environmental agencies have confirmed privately an experiment controlling weather patterns, according to anonymous insiders online. No scientific evidence has been provided to support the claim.",FAKE
"Environmental agencies are quietly implementing an experiment controlling weather patterns, as reported by multiple unofficial blogs. The claim has spread rapidly online without confirmation.",FAKE
"Energy officials are secretly planning a policy that will restrict bank withdrawals nationwide, according to messages circulating on messaging apps. The claim has spread rapidly online without confirmation.",FAKE
"Government have developed a decision to replace workers with AI within months, as reported by several unverified online sources. Authorities have not released any official statement.",FAKE
"Energy officials have developed an experiment controlling weather patterns, as reported by several unverified online sources. Fact-checkers warn that the information may be misleading.",FAKE
"Security officials are quietly implementing a policy that will restrict bank withdrawals nationwide, according to trending posts on social media. No scientific evidence has been provided to support the claim.",FAKE
"Energy officials are quietly implementing a chemical program affecting public health, according to trending posts on social media. Fact-checkers warn that the information may be misleading.",FAKE
"Technology companies are secretly planning a hidden increase in electricity prices, according to trending posts on social media. The claim has spread rapidly online without confirmation.",FAKE
"Government are quietly implementing a system to monitor citizens through mobile devices, as reported by multiple unofficial blogs. Officials have denied knowledge of such actions.",FAKE
"Health experts have hidden evidence about a system to monitor citizens through mobile devices, as reported by several unverified online sources. The claim has spread rapidly online without confirmation.",FAKE
"Scientists are testing a hidden increase in electricity prices, according to anonymous insiders online. Experts have not verified the information.",FAKE
"Banks are covering up a secret project affecting food safety, as claimed in a widely shared online article. Fact-checkers warn that the information may be misleading.",FAKE
